Gene symbol	B cells naive	B cells memory	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Dendritic cells resting	Dendritic cells activated
IGLL3P	6633.535586	8962.420222	217.4652812	18.00926412	41.51758679	96.40860336	50.27476208	551.6984117	36.19278033	33.45486904	62.78986393	70.0394246	159.0326323	142.2968228
IGSF6	46.07125476	70.4016677	27.09871228	40.17569562	48.71083673	35.64452519	27.93727573	56.76437031	137.7959697	100.2893009	74.41451203	2662.140929	3679.737192	1231.557711
IL12B	105.275436	89.59925365	41.94288686	28.4476789	59.255418	77.91715796	42.09518393	43.47558877	84.12179397	85.58316556	56.90002211	42.42610973	73.47854562	2407.546497
IL12RB2	13.44126834	18.33818525	95.11508424	33.86467066	106.8888316	726.4496109	117.5335217	219.4383155	386.7126926	594.0469774	1531.023729	20.50390251	14.03060068	10.65230466
IL17A	24.10976356	31.66676526	7.018701499	6.547727883	6.560415317	294.032794	69.2200367	11.18736285	18.32724833	9.511607877	8.087608443	7.929351943	7.653355249	8.556203816
IL18R1	32.74521328	56.21530515	197.574303	73.22426678	243.8532814	400.3612339	119.2372786	512.4917243	1022.471148	829.4466231	1084.441173	19.50301241	22.9410599	21.814318
IL18RAP	63.16533501	45.38600163	541.6070596	83.75974388	275.2312246	367.9599908	101.4843406	113.0686831	4488.262918	6172.262928	5732.166309	92.02184739	88.07756471	89.09515062
IL1A	207.8094975	114.0328396	65.8236721	98.02150804	89.41077945	147.6537197	52.93205499	47.70844227	104.0011372	81.80415638	75.92997592	61.10993853	107.4684033	387.9719904
IL1B	508.1423339	364.9197528	144.2186891	136.961868	251.1017935	200.4208119	204.2875485	284.0853434	352.1592413	250.0432905	241.5910262	1257.182131	437.0700597	2781.903216
IL1RL1	161.2444569	100.3685885	34.56285806	19.32045331	70.12950502	95.88469778	69.00006431	60.40587603	98.27886377	65.350782	125.0829545	37.42366918	100.3189187	44.282995
IL21	346.0439646	299.7702438	59.42001123	21.34280658	81.58442785	333.1909722	1466.934174	42.0591226	87.99639559	38.68027919	68.0390322	103.5720427	78.1233779	62.52092002
IL26	6.120665994	7.623841163	7.410920044	7.902366544	9.532387256	273.5706061	116.5979064	20.82075804	10.73746674	7.691378335	5.136655175	3.424557859	4.355733897	4.531899492
IL2RA	151.2654723	216.016679	85.8239546	87.16147336	360.4452087	4978.13072	184.4383466	3823.559035	31.18038026	42.04435301	628.1600217	25.41115885	44.95064885	2221.900378
IL2RB	2118.459057	1945.518804	4000.216538	818.7927424	2988.605281	7562.491571	7279.249666	12662.47545	10958.76994	18026.39249	19190.61594	321.9612928	246.8795571	366.1434094
IL3	20.12785138	12.58545616	9.157134905	9.485254596	8.603842518	1689.599596	15.86814667	37.29223107	5.976390119	13.59206642	28.81247015	11.52632712	9.891831901	12.94335151
IL4	10.0823446	28.84260472	13.17067743	10.44585498	10.77863651	232.713076	118.0039289	31.86954261	32.63339605	12.25198156	9.624468251	8.872339575	9.549519912	9.284199738
IL4R	11009.29392	1883.66674	884.659355	2125.328314	1148.814515	864.1960215	414.2300341	3102.322518	913.5881164	851.30019	1609.901147	1192.215763	1093.752458	2410.484546
IL5	6.618252721	11.61192289	18.71157669	11.36906118	35.07363094	159.9554562	28.07283413	86.16972173	34.7038725	8.169496573	13.81492461	11.47899088	15.96329864	22.53916948
IL5RA	122.2890422	101.5434264	42.9451164	26.5887412	63.93112851	43.62068846	32.20308963	103.1997215	118.4320183	45.67953351	44.27072755	41.02366335	51.58293868	55.86616787
IL7	250.9247833	611.4516464	41.57938135	34.7070222	69.25499148	30.32542187	68.38795936	43.15687677	27.39425876	24.76130902	26.22845437	51.3943268	68.88084979	143.5066148
IL7R	277.7164299	454.5504216	15195.16858	19513.31337	18085.9446	1965.113683	3066.253514	507.1604755	2118.827609	1159.340489	341.6294609	163.3050166	2156.179359	7799.647099
IL9	60.05830259	42.70618828	43.06562332	31.36207011	89.90011254	6525.444386	46.35002341	15.37426695	47.46140523	45.8168679	31.82797542	15.74553195	31.51470707	34.55584304
IRF8	9506.386392	7886.092193	350.3493603	279.6879535	45.41225697	487.5663213	610.5494813	196.6158219	992.3568261	1625.377439	2594.872072	2458.705658	1652.355711	2798.258545
ITK	468.9985735	409.7558423	6471.889098	9578.936337	7704.627853	3954.854034	9006.839826	7176.363772	5787.063934	3056.935046	3981.741268	124.1014103	102.079759	166.1778128
KCNA3	306.2764477	411.3873405	573.9051164	465.479642	975.6549806	324.103216	263.9154835	74.99289378	440.6509136	411.3943392	577.1730417	143.5528595	23.54471	24.00174244
KCNG2	12.5310046	21.62331457	18.15238454	7.924164041	12.07805481	12.5310046	13.09271261	7.933580511	7.281883852	17.88167287	15.86814667	18.84293691	16.35770749	15.52250872
KIAA0226L	7209.224512	5267.694585	41.69784069	82.79229745	64.8769987	50.36671815	26.53483439	87.2937927	97.05270244	54.34410784	30.36307028	176.3964323	61.81257943	43.42734643
KIAA0754	9.870549848	7.165981269	23.11849958	80.9645004	7.879203828	4.366178616	76.11959313	56.16728339	60.22816379	151.0455484	150.2587239	44.79047534	7.952601123	4.64920776
KIR2DL1	7.406441697	5.157127328	8.01647279	12.79241876	6.332890006	4.126234993	6.198523194	24.55389477	24.17768826	281.9844186	532.2521388	5.116435124	4.531899492	7.023482621
KIR2DL4	331.7763894	242.5966898	122.2246008	125.3243228	79.00529624	62.54142777	71.00293957	119.6110333	247.0446849	602.9726262	1692.521387	128.8246048	110.773487	151.8311567
KIR2DS4	621.6999538	437.1452806	280.1613018	113.6054513	120.4987696	87.81654144	129.4623262	189.8263758	544.8216867	1172.82887	3017.546724	129.0849772	137.3858092	106.7559176
KIR3DL2	12.24576038	10.57912504	22.06039056	14.16687271	9.251047619	13.16479841	9.926447424	30.03124066	214.4909511	511.2935608	1163.915182	11.38893073	10.64138208	9.637544809
KIRREL	15.52894714	13.70655219	34.23347857	26.78347553	9.694581053	12.95560951	23.95290683	171.4659907	30.4285789	18.20868192	12.13897809	13.64075973	14.30574871	11.31192453
KLRB1	119.5727193	241.3252476	8818.269216	317.5656356	10026.23944	500.6894521	4477.729529	1259.996581	12634.61161	12957.39238	5576.724303	90.24623781	94.79879985	37.00213293
KLRC3	13.84066629	44.61637486	724.7758509	13.18858231	32.02053189	12.41173255	5.4425507	47.20920823	586.9379733	1485.991589	662.1427421	12.58558886	18.67641809	9.447726589
KLRC4	68.25016134	85.07512829	218.1751146	48.80110093	17.67634993	22.20688826	9.624468251	33.76338165	124.8024312	205.1777143	119.9854466	20.05492885	10.4089605	5.35636677
KLRD1	204.0068731	170.2059521	1670.271427	75.78362334	207.8812187	155.9617882	149.0261337	59.999115	3580.074313	7278.146564	6195.927488	81.02147756	88.95467091	61.79015112
KLRF1	153.1504496	198.6098814	851.1875307	21.90774996	127.2371142	37.05749544	13.02444905	8.539704435	4962.361286	10475.7852	5911.213148	100.1145382	75.15348707	65.02829076
KLRG1	1351.157456	1076.359373	3859.14824	467.4716087	1939.944493	275.5197677	283.2038076	373.3248469	4631.811312	1700.856514	912.2671752	305.4474128	250.0803963	224.2019093
KLRK1	670.2708554	280.4713279	8228.460511	353.8455751	276.2455792	69.14462123	105.1489388	44.32349787	5199.517616	8790.503534	5454.73273	78.91616578	71.21203215	47.2591819
KRT18P50	23.97041806	28.15146632	23.80795592	44.1209146	22.87490438	18.71219759	30.47049066	73.21035599	162.0879363	23.74696304	16.91790381	58.20626127	10.05531958	51.62553838
KYNU	296.2994306	573.2552275	45.94858696	41.3563524	39.20610994	27.37818895	22.74378501	128.3281017	117.085962	70.07148215	66.70647411	858.7450615	1973.598471	7308.577846
LAG3	36.29565926	8.732532802	521.3214165	6.264629561	175.1856105	999.6943311	1296.73277	656.8213603	884.9362538	139.8539928	23.50429099	7.92284356	20.86020976	215.1741661
LAIR2	424.4791722	238.1828119	1078.390893	212.5228127	371.0335929	81.43053168	234.346304	3022.383345	1320.824363	1596.837227	1637.522871	103.0030242	96.22686841	78.2599751
LAMP3	47.28278554	46.66817965	134.7841361	120.9265077	160.3048593	368.6319956	165.5835013	264.0396917	132.2010638	210.8261404	418.7096295	38.76231871	1014.136741	23356.30643
LAT	157.4129632	133.1507052	3224.978584	5669.605245	3282.260737	1447.742457	8480.619457	3200.697142	2738.316414	1722.578313	1262.245177	239.5833162	205.2650782	218.7467931
LCK	337.4400897	327.1096376	8763.864592	8948.349603	7786.120969	4042.377012	9578.936337	6736.744097	4299.610023	3604.565205	2808.159439	80.75884433	43.79168499	57.6156067
LEF1	30.90820518	28.4865918	1204.840659	2704.715795	1154.223661	412.9279657	495.8728917	364.8725487	144.3431401	115.1927029	115.8526336	12.54164279	11.61178237	16.8510481
LHCGR	154.6890469	195.3792191	9.897454754	24.46628657	8.255798098	5.598819437	9.419742658	139.0898849	126.933563	21.7148195	26.06781415	11.47012114	20.63736847	21.31678215
LILRA2	20.88194891	19.97153628	20.16252339	27.39864055	18.02258618	13.56995609	14.6382422	11.58792629	151.8492133	101.3950793	38.77174192	1764.823942	135.3143975	67.56872756
LILRA3	7.153043448	6.787328787	9.02114446	28.11270143	6.052620848	7.382940272	5.625148525	40.72087151	19.25297574	20.37949338	12.10187282	880.456908	27.05609175	394.9475489
LILRA4	33.02123349	111.7082404	24.77824314	17.45746015	57.84876862	18.43170071	9.669430796	500.1910895	40.01532931	19.49828414	18.12117817	65.68769791	34.16139145	31.18408975
LILRB2	30.88657745	28.11397271	25.57422148	6.646385161	9.996682874	9.085608856	12.43682411	61.89822691	357.618743	201.7195756	36.09030097	3344.118855	250.1929104	291.7908682
LIME1	23.92087663	43.82308141	1287.731562	995.0546469	1225.59738	171.9065402	801.8866109	383.1735043	666.8094476	181.4780792	47.46263396	78.16252525	42.42770527	48.5118084
LINC00597	15.98296208	18.32668535	6.841729202	60.43870697	3.681017104	3.720542522	33.95721509	12.93495387	65.41694292	128.013785	72.72761985	23.18626902	7.572513244	6.369784788
LINC00921	675.1218227	227.5869807	132.8112012	40.64411705	146.1436716	22.79147187	103.3123673	71.61705409	70.88276404	116.2458441	70.47336347	69.03803764	21.81066603	30.69076634
LOC100130100	19.84751256	28.75087131	23.05076042	19.12046512	16.09778833	15.86814667	17.16741792	12.23607915	17.14185375	10.35285767	14.70906515	16.13831431	16.1139255	15.35656506
LOC126987	135.5693196	103.5430592	72.45319298	106.3115117	91.28169833	101.1966631	23.60168909	749.8002383	23.76710847	86.37729281	76.62216013	68.19210687	85.34834978	91.89975985
LRMP	2106.83981	2947.585258	631.9125478	861.6605651	327.4987971	185.1858088	2003.326231	135.9692767	613.0798899	1245.630394	436.5800269	1048.681062	535.9059585	114.6747087
LST1	29.98420127	20.94422774	520.3780954	264.6015763	332.3730932	131.0995558	36.87140683	71.2981542	1394.203591	672.9594285	291.3221307	5975.189254	3691.087351	946.6004764
LTA	11.68110017	12.01527664	21.16573991	258.3876509	27.69750654	2867.607058	524.4770391	138.2988262	13.28187351	24.18839952	2880.862643	12.51621864	14.60038983	12.82463268
LTB	10351.64143	12117.94539	9829.724672	13247.62405	12009.36242	5257.453469	9725.14216	17485.2086	3372.608476	1009.906661	16862.16904	321.3564756	184.5481051	112.0607213
LTC4S	61.1295924	25.94383276	132.3582101	77.11890893	78.40840372	50.09224489	112.5148376	13.48887099	117.9338674	162.8566162	97.97552647	91.87551209	224.3289545	67.02300291
LY86	6947.982466	7763.972248	382.951912	398.8717851	198.5520941	176.7444504	208.4980914	379.3366843	1584.314572	243.1158973	224.0756082	5218.063407	1997.214217	601.1020453
LY9	289.0732036	607.833791	1310.964334	1851.721168	1298.433446	51.04583679	979.0134027	199.2633251	1132.316757	271.972779	28.5057754	30.00087721	74.17751535	32.7996725
MAGEA11	21.99996581	32.72734275	20.72781035	9.272327825	46.81934	31.49065027	14.26798853	78.55197164	84.08511613	19.87971163	10.00970252	5.93274616	12.44081637	7.145470373
MAK	20.11347878	20.28901775	8.152190939	13.44126834	9.822978292	40.92391452	13.84066629	9.960118091	22.0750038	11.47152467	14.95790508	24.81417634	13.83006736	54.01241952
MAN1A1	293.5258353	262.0187671	239.4182791	96.36432219	219.4246857	337.6772681	280.6334531	242.0517762	294.362322	381.9911766	308.6636084	205.5255231	366.5485771	444.6270407
MANEA	3.436589508	17.60224736	52.68877507	48.36415338	63.61546587	343.1966006	85.74723008	33.23629102	24.98200909	72.1721013	132.9727705	67.09972733	111.351923	130.2198315
MAP3K13	5.152513024	4.887907798	7.381955365	8.886630463	6.382539853	7.500776659	4.945111836	9.244897824	6.502030229	7.176074961	6.292627292	7.051783275	7.964226977	195.7507332
MAP4K1	48.65001463	923.4585215	1721.22046	2431.498593	1387.561664	1231.701055	4278.451524	2031.177327	1550.102008	747.3149188	451.4493332	317.9668785	58.98386899	23.10683533
MAP4K2	10.65044684	12.63242373	17.70603378	144.6964726	20.0115018	85.19343142	16.98151569	32.11507998	10.77970448	11.12538801	10.43288028	12.04202684	11.28413666	11.22679921
MAP9	10.29840785	13.08373168	93.40076641	96.15733766	25.30523597	55.74523407	64.48080982	22.3116708	3.353565773	37.63679768	43.71021332	1.421006596	2.574327617	2.772555856
MARCH3	611.9846331	264.9416398	78.87501105	110.8989432	78.59525306	79.73662851	183.64099	205.2571817	85.76984856	190.5710992	194.2572943	103.5658121	138.0560759	125.2511774
MARCO	9.029403736	10.74173048	14.45792523	38.56086836	10.71025113	14.49169961	24.0051092	27.25608933	12.81976422	16.1160018	13.72935017	236.7362055	17.52051452	15.15488638
MAST1	9.251047619	14.90583928	6.640168162	10.18494196	8.220261044	11.14631073	19.18028488	18.85451819	8.103482987	10.71480628	7.644655016	8.492607794	7.34003434	7.654391457
MBL2	59.05366978	96.12663648	2.661464134	21.37467901	6.171513508	3.594013	3.740216058	133.631472	38.13537967	14.15214366	6.332890006	4.939369175	8.24077408	23.80513621
MEFV	27.28348256	27.22990284	10.29578093	7.225818568	12.67206304	8.23248634	11.65755142	14.7398934	44.28123628	19.76334445	14.76826697	552.7124986	11.06899545	10.86423794
MEP1A	939.6261506	391.2004498	54.17625589	22.42983417	141.2290524	43.13043305	54.92226784	169.5472888	136.1749837	85.62849683	89.41077945	98.26125945	186.6180666	321.8834531
MGAM	8.043975587	5.311140732	3.964324624	4.929861418	6.159428432	5.092351833	5.783504523	9.150127078	48.51372535	314.5412721	47.87522011	159.713285	8.88168871	6.625392634
MICAL3	328.9820884	319.7728118	100.6010965	19.30656418	126.6902267	131.4519579	93.58629209	14.43318731	38.76021394	40.04773519	117.9119847	15.57018571	21.72023967	22.58563747
MMP12	746.9258791	488.893271	79.27159307	52.70903607	114.8747346	105.1489388	81.69270078	265.1392895	233.2582309	98.16379	84.9536497	95.85109514	15992.46965	3929.353984
MMP25	136.2875659	125.5332669	211.5319494	232.4626329	168.1540221	115.6721617	162.7569122	370.1045701	134.7329729	149.937847	457.3283307	446.4796965	563.3057559	1130.6098
MMP9	338.94428	388.1056494	286.9137339	359.6153524	395.4202673	258.4783862	424.4791722	396.8938938	338.8946519	688.2490954	284.1304512	335.4295326	3188.623948	2899.726139
MNDA	29.5032353	276.0791648	50.81863936	9.217386051	8.750532337	4.525700455	13.50066477	38.28622427	2157.226727	790.3716005	301.3206314	11447.56145	4559.644609	2133.559627
MROH7	23.05515036	26.76307736	28.67423007	29.60547378	31.49065027	27.55771004	33.16402421	19.72411436	52.90645478	19.11115142	24.83406901	31.92868262	27.38987274	29.81710869
MS4A1	18085.9446	17478.14564	343.9223112	52.22897356	220.8581711	125.466199	112.2871276	272.6999955	505.1556973	193.3316222	177.3861387	128.6338935	64.56613288	122.1899811
MS4A2	151.2024037	187.5914373	108.6218788	99.13536849	111.3833723	94.92027298	79.20083093	67.67598186	124.4244268	93.27967612	69.18049192	52.17720971	73.06314632	95.08035664
MS4A3	121.2914634	62.7546875	80.86216165	8.750532337	40.41954215	20.88194891	35.12086261	36.53908237	105.015473	592.6171613	191.1348695	23.55316735	15.87378625	21.23223044
MS4A6A	1102.971199	616.0957235	221.1962643	167.8644908	216.3694922	177.7168106	149.2510114	453.0762101	2149.718655	222.7095319	191.822788	8814.800982	3743.66762	167.4361623
MSC	28.93411812	44.52165409	78.78518268	42.41248076	85.70898291	243.5748238	31.95509978	172.576955	132.0717019	60.98475714	42.30368151	47.46789206	573.3664602	1844.921425
MXD1	22.77650595	22.40684859	67.17780431	255.8877786	110.942725	65.29264421	148.9108567	94.33865234	100.6229174	201.8229525	62.75327788	250.0158171	18.2441129	247.6648431
MYB	365.4798555	297.3542162	647.9999569	590.5897003	269.6240292	838.0011211	1793.189396	735.501768	250.0613928	615.5214621	235.7125916	300.7619354	97.44739467	366.9910132
MZB1	46.81934	122.2593141	42.83903749	70.2363913	9.914966708	21.78305128	18.16093232	65.46672008	62.51579389	21.76048739	26.15989089	24.85648896	23.21322482	22.41174764
NAALADL1	11.62316713	15.79395952	70.98305911	207.9599013	147.3280124	20.45437223	150.7507919	48.57025297	62.46833869	344.9584692	228.0189635	31.52382891	7.320372505	17.6608551
NCF2	153.4955828	345.1359814	62.34284219	225.0278308	88.17850315	60.47608557	68.81156687	425.6902381	1620.910475	483.3850653	168.835817	12280.85608	11149.65069	3147.592954
NCR3	152.0118385	792.8512873	1756.075472	250.1023415	411.610723	407.2225704	201.4043697	669.2181531	1859.555439	1482.733424	3218.191907	56.94572009	86.33580407	33.09868234
NFE2	6.094544149	6.768979235	107.3563954	48.98562369	33.47001344	7.618893885	56.38068068	67.68355	79.04536219	134.3635052	82.87062985	1517.644033	12.40993727	11.95985661
NIPSNAP3B	1577.975004	744.7742002	128.0373349	41.71079514	137.6053305	86.05619964	79.24179515	106.126089	497.4339321	152.7729655	105.1928183	89.57172242	69.48205189	124.3434718
NKG7	6.994769751	10.33850341	8640.630717	106.5387015	679.6910465	947.3726372	7.582193721	18.51226305	10086.41757	13911.17937	14574.73469	34.65463899	4.961302934	6.557717872
NLRP3	22.14183418	20.53269856	15.30576169	18.45676256	48.05321317	14.17835244	11.65755142	28.04117893	51.58523231	44.60257144	88.89574256	636.6292677	310.2780778	19.68892684
NMBR	507.384036	573.6463176	45.63830073	8.77366203	31.0595517	92.99539565	20.04059624	117.8521836	183.1728448	29.15508056	48.05321317	77.85728222	81.80338925	17.42986379
NME8	4.031081011	3.928660473	4.66238798	6.421545431	3.210667699	3.69898121	3.740216058	11.91914197	34.0487377	253.5462988	13.4174629	14.82529394	24.14230852	7.978826221
NOD2	6.932520098	10.18850108	8.398706067	8.568369563	124.1410057	147.9736788	116.1121546	42.78540525	146.6310156	178.2578801	166.0621042	1302.129171	31.53202085	249.2072515
NOX3	12.00966261	6.682825624	7.382208399	8.615516504	9.107287855	7.489070848	8.533286435	5.486578437	66.24889709	7.475615219	7.106612265	11.17305851	6.581035841	7.139098203
NPAS1	18.22767575	16.19541233	24.54202898	10.25273904	20.72030953	8.311325156	8.59290329	159.7592111	12.08977117	12.18029946	12.95560951	14.37797149	15.60612542	15.18946538
NPIPB15	1624.147916	2800.237224	315.43784	11.1028997	753.235961	217.6161372	262.1479746	1476.413161	908.3810389	288.973686	230.6806713	176.7823779	246.2668474	154.0423997
NPL	18.58723205	15.43171438	84.14120251	16.80025027	77.75838355	115.4350344	26.32189818	67.97537441	151.1552852	98.03373398	113.5081582	856.4061947	2046.531199	469.3198548
NR4A3	136.961868	146.6985292	83.36646929	117.4897219	96.79674591	315.2674688	165.5835013	462.3914642	158.621241	81.37480444	142.7268857	91.30097224	479.801155	2205.779288
NTN3	6.560415317	15.17015534	8.668709617	23.29056908	11.48733325	28.15146387	7.668026751	180.3938042	39.58499503	5.960532656	6.670735069	8.728208573	5.550003213	7.932018996
NTRK1	13.56995609	13.73659599	10.62433837	22.8422122	15.01956589	21.08132558	9.834897324	11.27070692	17.70640663	9.510068915	13.60956204	11.91460935	14.87419345	8.220089782
