Gene symbol	avg_B cell	avg_NK cell	avg_T cell	avg_Monocyte	avg_Dendritic cell
P2RY10	436.5800269	236.9914349	516.3687437	20.95780349	142.7074755
P2RY13	9.195676707	76.92819841	6.469992914	2786.279688	8.194297426
P2RY14	1638.857158	214.6448472	75.4038863	51.7107481	24.7275648
P2RY2	11.65755142	14.83438983	11.41545947	172.1808803	14.59353766
PADI4	10.86384541	117.7115047	15.94453415	765.8740271	36.58022188
PAQR5	23.55278029	16.92537277	15.95742958	14.23047428	15.76945271
PASK	513.8685117	194.6949707	2312.349458	146.7089795	188.6396292
PAX7	67.60022415	13.99767158	42.55469556	38.03678229	32.68914412
PBXIP1	399.906182	527.8700969	3186.537019	253.4748335	562.838958
PCDHA5	5.122171371	10.21122017	33.86467066	10.28963858	6.045929382
PDCD1	103.8732743	128.5338061	149.0261337	153.2622842	122.1858671
PDCD1LG2	17.24705732	22.01108215	11.03474465	14.01790012	813.7897771
PDE6C	0.972464723	14.89875645	6.212037366	4.556478651	10.57243953
PDK1	32.80967907	32.92518869	121.1522918	25.63097887	22.47364617
PGLYRP1	18.90822468	99.27421716	15.62904812	13.97992365	16.05671329
PIK3IP1	2462.087898	1203.06945	4353.539533	647.7544918	259.7420759
PKD2L2	9.70690203	10.97872887	11.46263134	13.39656756	14.50853995
PLA1A	35.62073897	25.1394749	7.843078446	59.35576681	647.1074354
PLA2G7	100.7324553	73.09936856	36.51263796	1290.202807	5086.100024
PLCH2	31.91347153	152.093623	136.8549573	47.06577352	30.87091818
PLEKHF1	39.92144865	1513.840196	508.7385617	45.53332862	34.5707663
PLEKHG3	11.39071505	855.4915686	559.7419793	417.6498993	21.42126529
PMCH	12.39999002	6.727160344	14.81798486	9.49164333	11.88490948
PNOC	4198.527432	65.36645851	65.69416471	230.8474814	98.82686845
PPBP	112.7304414	37.90535113	58.2388091	80.46672814	211.9393609
PPFIBP1	68.77420162	21.69814253	26.78347553	24.45704984	76.72712856
PRF1	201.9573668	26164.60132	2130.073632	142.7487889	103.9210768
PRG2	98.84281244	70.81916153	139.1010495	117.086355	89.83062765
PRR5L	114.4648121	1048.389642	230.07536	109.1297143	77.23080779
PSG2	1541.92252	148.4491223	214.8615441	170.0696655	146.2605667
PTGDR	84.74897834	1627.918557	135.8294143	36.25887091	29.80079173
PTGER2	47.37880726	2983.001501	4236.414392	1154.310555	826.8557439
PTGIR	32.06615205	31.06375629	59.60491785	482.8617503	1333.258674
PTPRCAP	4113.169696	3602.345527	4607.979618	35.76573661	51.69649463
PTPRG	106.5825021	8.39063172	3.949271467	6.373268195	18.24345684
PVRIG	874.708657	4533.058778	1786.799569	99.88281165	96.69210326
QPCT	15.58990295	69.39293926	22.22269743	1499.926054	420.5800847
RAB27B	7.831610308	91.19546276	35.43354856	6.931516995	29.73319865
RALGPS2	1597.105013	54.56356691	23.42229647	44.85995177	39.5414463
RASA3	10.56154776	212.7904928	327.8466714	93.34350756	12.32264713
RASGRP2	5911.213148	1363.762146	2855.39049	759.9791832	130.5735306
RASGRP3	458.3600431	15.51147933	13.66874699	11.43917669	1037.512659
RASSF4	22.67712362	228.5281547	19.66949919	672.1035142	2481.685967
RCAN3	46.66611859	7.23560514	566.9862725	41.68337282	106.6270408
REN	63.75570668	26.14898837	42.47010982	31.44891199	25.18446444
RENBP	53.60553688	20.43861955	34.34525827	215.0882638	113.6596094
REPS2	40.36292074	16.00616409	18.95216894	153.2877211	43.11555986
RGS1	180.1991847	147.0419785	1496.611591	64.44174947	3515.825678
RGS13	71.26574474	36.27118978	22.22269743	18.73599553	34.67367816
RNASE2	186.4718703	663.0545505	98.76355416	3614.28076	145.7209604
RNASE6	1799.683549	84.58792101	64.4438491	4038.448716	853.6151668
RPL10L	36.038732	91.27669248	588.7015627	95.70491339	75.52316136
RPL3P7	76.85048537	256.6761145	3370.859953	109.4607889	74.47742389
RRP12	12.81515335	20.59701131	14.31729413	288.3451691	11.84870047
RRP9	9.544532505	53.29234769	49.53085908	36.13230183	16.43308988
RSAD2	215.2283477	300.3481477	222.8577454	334.986335	7545.527873
RYR1	108.5578105	38.11141231	134.9186388	128.5919034	105.5402507
S100A12	190.663133	1088.208915	78.96882194	11149.65069	138.8702312
S1PR5	7.997120003	587.6581174	6.547727883	6.788452669	7.668039292
SAMSN1	197.0884279	1266.566015	1660.128114	1412.29406	7507.176097
SCN9A	7.11928632	11.24582219	6.409332909	6.128985193	6.084883035
SEC31B	64.80136266	248.3195373	63.79022174	136.5478618	29.75143595
SELL	11102.0298	5741.494585	7104.510327	7242.740165	137.3301011
SEPT5	10.89927471	19.49414625	37.98662268	16.50408571	25.86887464
SEPT8	27.7175438	26.97577912	35.93880485	15.62108755	19.83223519
SERGEF	15.69138202	64.18194259	28.58789254	20.42165917	19.0610534
SH2D1A	30.86641388	1296.002366	1354.892078	18.41801556	27.6285163
SIGLEC1	258.3004281	98.8058291	91.07262834	279.3221994	2742.909524
SIK1	5471.704926	457.6523281	410.006561	544.8091055	228.1768122
SIRPG	74.41451203	98.34637628	1148.814515	54.8626275	83.9411784
SIT1	759.1593175	115.1265171	1612.60149	99.63796028	77.55169941
SKA1	4.914356682	17.19149842	1.658857567	3.198489691	4.751056832
SKAP1	1378.742233	2037.376281	2395.678989	155.1060459	153.5290423
SLAMF1	762.0351121	114.1243297	1081.526073	111.9089299	801.5218011
SLAMF8	156.6501475	170.4258874	101.4058634	166.4059352	358.4664294
SLC12A1	89.4899425	3.639923264	11.20330491	3.335133412	1.786805461
SLC12A8	7.225818568	10.14791696	3.740216058	11.98809147	52.24193196
SLC15A3	9.050871942	11.74522644	19.36453188	1682.54452	4650.121848
SLC2A6	112.56368	70.73672817	15.58990295	623.8936693	1981.204438
SLC7A10	66.78073716	31.85028897	53.12123129	34.30894984	53.05335639
SLCO5A1	118.7296898	73.09344194	70.96791001	40.69340961	1056.080519
SMPD3	70.72102235	89.68398839	47.62155017	35.63627466	53.33653667
SMPDL3B	2.724372492	4.588512766	3.847184414	4.661740608	4.248305374
SOCS1	27.14793524	49.70265419	117.8166952	20.71591309	398.8444411
SP140	881.125548	411.7724421	549.3361922	107.9949811	212.573622
SPAG4	16.39614273	8.399871249	64.66029759	16.94563165	50.70004672
SPIB	3945.300733	106.9259138	74.71026363	116.3915428	40.31588104
SPOCK2	1531.023729	995.6524365	3212.756292	263.011432	217.0461442
SSX1	1.658857567	2.161370142	2.493139629	5.167103334	26.61872738
ST3GAL6	66.60162565	27.10829	6.482478073	357.9772296	1251.448838
ST6GALNAC4	264.3270269	240.2635016	398.8717851	195.8463286	182.6270057
ST8SIA1	50.56172691	6.718345522	278.4319646	8.218778885	14.96016422
STAP1	3534.504408	299.8706305	110.856908	21.15804952	120.7564143
STEAP4	4.42067119	8.756230575	2.346954138	111.873397	4.304290172
STXBP6	16.73521702	10.56909	21.45135324	12.89610083	14.61020736
TARDBPP1	42.03948876	13.59143299	38.53463959	9.112054424	22.03505447
TBX21	504.1990666	4208.888552	522.1073862	273.2767975	178.261254
TCF7	32.1556293	415.1493446	3207.171426	18.65570294	55.65274077
TCL1A	12117.94539	104.9994128	105.523008	161.4604075	122.3968151
TEC	11.26237461	20.22252914	9.646923918	16.29861436	21.16569802
TEP1	13.00060521	181.4004368	95.04661844	16.10571842	12.2359858
TGM5	60.12655552	56.85336746	47.09380347	64.53380501	77.88602952
TLR2	81.54272739	138.3345347	126.8421582	4560.185304	487.1255361
TLR7	49.81426014	31.8438018	9.70690203	570.6516022	60.11520175
TLR8	7.582193721	5.825720142	6.830950912	1522.070253	667.192622
TMEM156	574.4981382	138.8828404	152.9758784	23.45170307	23.225842
TMEM255A	64.48080982	49.63841616	22.20688826	66.84987758	979.6564849
TNFAIP6	267.9179363	123.7740746	94.24800971	233.4391136	8826.486407
TNFRSF10C	44.84631996	20.06638784	57.28934706	237.9058901	48.90501431
TNFRSF11A	50.02783296	86.12792797	22.07591774	17.83610862	708.1258587
TNFRSF13B	502.6927279	227.5044918	120.0804247	188.0078881	186.0239287
TNFRSF17	22.5997525	12.50971798	13.44126834	10.1098504	17.5240948
TNFRSF4	15.01956589	195.89287	524.4770391	17.76981387	1646.191207
TNFSF14	10.0823446	362.1020637	59.18404696	35.07227527	8.691520443
TNIP3	14.12983303	18.25984636	30.8024485	14.52350675	47.4835514
TPSAB1	1102.29779	465.2204213	284.8186666	543.6290931	396.8599394
TRAC	572.5113556	815.6846136	15532.16188	208.9784165	255.9384554
TRAF4	194.7986362	54.5480586	88.21790387	28.30245079	30.04309979
TRAT1	13.5847049	25.38745132	2578.359018	6.845897848	29.29706627
TRAV12-2	13.14017301	11.08896426	100.6104917	10.63253287	11.68801662
TRAV13-1	88.73958185	42.45202479	881.5627754	29.72104173	36.23428561
TRAV13-2	72.69074036	44.35066443	639.8040504	56.85541485	67.13601356
TRAV21	119.891114	55.8763643	765.2981535	51.31601583	17.85858588
TRAV8-6	24.5564624	18.30217166	396.1200681	34.39428346	22.76541274
TRAV9-2	60.43870697	56.17040361	911.8379139	47.77691068	33.54720142
TRBC1	575.8478308	4520.50562	10179.78364	78.94320693	145.715446
TRDC	88.17850315	10797.21174	781.3316356	61.01801703	30.42258616
TREM1	415.2301184	79.85743138	67.49889477	1775.188919	317.7853076
TREM2	17.00788201	13.80468131	16.93010618	24.23855513	928.15125
TREML2	70.53816317	55.01920603	18.783374	40.72889444	27.32785335
TRIB2	1848.219528	1307.778436	2377.362513	123.0323791	126.8179678
TRPM4	7.691250656	7.443654876	9.463569762	18.36114786	34.88330592
TRPM6	45.92245257	22.10779339	31.1038533	35.69642216	33.4402678
TSHR	19.81562324	20.15779147	13.71677829	14.29339998	22.62901303
TTC38	24.85041048	2894.462666	26.49834722	105.6462644	143.9588074
TXK	309.7698509	1564.533681	426.3148568	62.96991111	85.15990882
TYR	15.49172903	71.99864479	197.0884279	14.06800259	12.31353089
UBASH3A	10.12600478	6.038374156	714.9395195	6.105136566	5.677166893
UGT1A8	680.5299008	78.13378227	123.3281827	91.50678971	54.24689175
UGT2B17	29.46022982	4.743273044	5.598819437	7.244351309	9.056114065
UPK3A	15.1818271	10.8839878	13.64441885	215.8718015	15.10114829
VILL	29.52223049	215.5413192	500.1222764	97.78124023	20.96596084
VNN1	22.95842907	62.57962649	11.49823256	1024.700138	37.60366073
VNN2	64.9845649	600.7634958	87.43886769	3300.115435	7.339096499
VNN3	30.92999926	22.08322245	28.54732378	187.5997533	20.43299213
VPREB3	3778.568055	126.7365483	166.1221545	136.159858	129.4706451
WNT5B	11.75096777	6.098592957	8.393614631	15.97840064	132.7650466
WNT7A	12.86019319	11.09709075	87.39996412	56.25300857	28.44004811
ZAP70	13.7050941	4781.948859	2667.26621	38.05970681	26.83408716
ZBP1	35.84871042	499.9477503	162.5267903	24.54237397	25.50635842
ZBTB10	152.6895498	122.4353858	91.36792646	62.01375558	773.9507313
ZBTB32	9.857216379	16.3475771	7.771095444	10.52648555	71.90536722
ZFP36L2	923.602815	915.0156182	3731.327234	1341.516598	124.3001947
ZNF135	94.28786122	151.1023562	15.80624293	3.860059178	2.420046884
ZNF165	6.421545431	7.023083197	2.724372492	2.66873461	1.83777562
ZNF204P	77.87689746	37.01330204	168.8951305	29.90974572	36.16594047
ZNF222	9.800664188	92.27882159	15.0813304	19.8606097	39.91834899
ZNF286A	737.8599039	225.4077006	169.3131278	11.04393742	280.7699313
ZNF324	28.21199417	44.94117978	27.16912681	28.71444884	23.83651935
ZNF442	19.71319664	21.77015125	9.182953598	12.30022875	96.00867374
